NonceMin,NonceMax,SampleSize,AvgHitRate,StdDev,MinHitRate,MaxHitRate
100.0,200.0,5,0.007584352798883308,0.00874419016851186,0.001078167115902965,0.05229613892937427
100.0,200.0,10,0.006942944415379246,0.005020765290837383,0.0011500634517766497,0.032945627802690586
100.0,200.0,20,0.01459093912357682,0.0146709631062408,0.0028538424950737243,0.10809
