sample_size,experiment_id,coeff_0,coeff_1,coeff_2,coeff_3,coeff_4,coeff_5,coeff_6,coeff_7,coeff_8
5,0,2.647582101581758e+20,-2.517691518605023e+18,-5147213652711131.0,42046173190241.76,327464442471.5163,515152705.1718771,-7427723.070911206,-54273.879891321994,233.66710600006093
5,1,-5.083926103088342e+18,6.434447159919167e+16,154478545129793.78,-1935569236679.3215,-17507464400.083935,-22830726.644021504,704760.9887227034,5557.2838084576615,-29.594652618169388
5,2,7.680245682926016e+17,-1.0292469967920104e+16,-4397989078965.6953,278695966334.14813,1302983244.7259846,-2363068.7515995563,-56809.97282186683,-131.86975193807118,4.555365277821301
5,3,7.092938386667726e+17,-1.15367660186076e+16,13435425853207.09,350913892961.9788,734771386.7038575,-6827804.0512622325,-52617.24433010097,38.09786778331715,4.127393119556665
5,4,5.170429679250461e+18,-7.451230654057651e+16,8937177466574.55,1982384507876.7512,8212009373.905169,-15542538.585096793,-353633.2580668216,-1384.1217998376083,13.41394979779067
5,5,5.421422896585098e+22,-5.87422334961511e+20,-7.474081812266981e+17,1.065169446748671e+16,65843957578001.47,59413778398.09953,-1617277743.196142,-10218480.969429953,46060.93401483203
5,6,-1.4417102046155102e+19,1.6665502042362035e+17,193880794381437.22,-3433166462621.6606,-20774043816.863846,-12556354.9828877,583957.7730547842,3621.838238441033,-14.61049144830574
5,7,-8.868294249583272e+16,1001791796009773.9,4588786228756.133,-27338597507.462242,-379345726.3812624,-1421816.450472308,9467.349079413978,213.9807514005469,2.326265231208509
5,8,5.744167440319601e+18,-5.7701598028476984e+16,-95766953534461.03,1069292324985.9872,6994804105.844768,4867897.795901917,-178970.11241066502,-910.7147033681036,7.729016517556603
5,9,-1.24542727482832e+19,1.3796720818468605e+17,239938107467149.94,-2795686594931.9233,-20578866774.519035,-27944583.82152605,550166.8442502742,4135.990169107411,-15.790405994090227
5,10,2.91450487520033e+18,-3.494788143161829e+16,-53766895436781.39,885171377498.6273,5939370077.818725,1806050.7022097458,-208944.94352651364,-1129.5782927905057,9.983805385600366
5,11,-1.1745342689503958e+20,1.0289328588266435e+18,2415530948091181.0,-14961569033041.78,-130662551385.81033,-264270120.4818483,2607821.071252067,21585.504806603923,-80.66566904745352
5,12,-1.035900670621658e+20,1.1101592166263805e+18,2324567031184005.0,-22942800759696.266,-187645277904.60864,-295871290.08480024,5235924.509065498,40777.61983511505,-189.65987489749605
5,13,-1.0621797738814497e+19,1.3370031951207579e+17,81455906104685.94,-2922238667788.436,-14986848183.756464,2004953.906139666,466846.8347008889,2537.2199453651856,-10.428872586785035
5,14,-1.6404782190141016e+19,1.8221535319861152e+17,264839823881616.3,-3696850171366.769,-24317399133.210205,-21613240.879991982,664982.1285634587,4362.404374207274,-17.72857877826562
