NonceMin,NonceMax,SampleSize,AvgHitRate,StdDev,MinHitRate,MaxHitRate
0.0,2000.0,5,0.0042115742347439734,0.004623959305395143,0.0,0.035025017869907075
0.0,2000.0,10,0.006824264818107292,0.004053072476247001,0.0012098725600903372,0.022276993079912787
0.0,2000.0,20,0.010509897101074013,0.011078941324718827,0.0016733067729083665,0.08182651991614255
