NonceMin,NonceMax,SampleSize,AvgHitRate,StdDev,MinHitRate,MaxHitRate
0.0,200.0,5,0.0050501717851863725,0.005184270050383699,0.00010077089736484103,0.0325082130032852
0.0,200.0,10,0.007342206384429618,0.0077964431283596,0.0008738794610137001,0.06337463377907263
0.0,200.0,20,0.010298442462803958,0.008003616240260622,0.0010215453194650818,0.04074055821135807
