sample_size,experiment_id,coeff_0,coeff_1,coeff_2,coeff_3,coeff_4,coeff_5,coeff_6,coeff_7,coeff_8
2,0,-1.2541689408994235e+17,-102582713659227.84,2585340460698.0957,25639042185.59089,173692420.39262933,1028719.2062885136,5730.919955668996,30.94387690374013,0.16425091300375794
2,1,-1.118069945265555e+17,-108658552591571.27,2238277461677.587,23260167046.284332,162262076.78831583,984376.7762190892,5601.879036188113,30.84768306968542,0.1668179310785534
2,2,-6.518184613453354e+16,-221842766419975.56,-247319802612.7737,5255917710.354844,72354258.04243223,675459.7045283251,5448.888137425603,40.613195407133865,0.2878217962463176
2,3,-1.0225127301632642e+17,-68172870808923.17,2364563933328.116,23214047718.319035,158638013.16995844,953440.0108373832,5406.732562946241,29.771366667910403,0.161344229528574
2,4,-8.267665186145275e+16,-236866628521010.25,188849448681.026,9977274308.123932,103682420.78509791,820640.0107881709,5749.6943240633755,37.604723951938496,0.23556750063464169
2,5,-5.031789060867463e+16,-175904112790285.66,-196048738727.86584,4504439323.759713,63582855.48329339,611359.3917471865,5085.107646072795,39.09935882832186,0.2859281294007177
2,6,-4.744979446496361e+16,-32945037791990.12,1346819889904.4954,14456578247.854656,108403518.7609997,715723.9823131312,4461.231711904156,27.010577098116258,0.16098906886214695
2,7,-1.9515173778227542e+17,-571066368243226.9,-477872603347.6151,11017517893.926876,128174451.66878814,1028245.9740470658,7147.271797251184,45.930952419991215,0.2806959777710218
2,8,-7.602740932653374e+16,-258411368389905.53,-341326562452.3823,5224416983.506566,74397599.67483254,697374.025847917,5626.1100877493955,41.922818579003945,0.2971532672373017
2,9,-4.462911073338424e+16,-136550572704227.72,140376787782.72763,6959980079.556136,77163899.07270949,654901.6048735951,4928.071932287348,34.64954501274066,0.23351219673889764
2,10,-1.088133735487126e+17,23786102410262.246,3213419556216.4473,27186032531.07215,171920434.1259653,980188.9411791002,5340.862909205282,28.46988155601019,0.15006229998121334
2,11,-2.0273871189733382e+17,-539251843488614.94,134256631397.50665,15867512791.573826,154713590.4387926,1126359.826359726,7217.248862006631,43.0240811111715,0.2450060024761435
2,12,-2.2573814626336262e+17,-657207113580209.5,-658536579689.1558,11027483983.676558,131665545.34744713,1060247.203578657,7379.8744823873785,47.505306993520506,0.2910080656014249
2,13,-6200071856360678.0,-27665803071144.684,-31195249679.822735,1331698876.5949733,23332465.628495794,285100.06844119664,3023.852060103149,29.663515950031243,0.27676489465407017
2,14,-2.5172595264293476e+16,-86814582236418.14,30917384143.76547,4340735084.598271,54770157.04612888,516576.8069972129,4289.5008248765325,33.14533147181513,0.24471369838902524
2,15,-2.7825585987122928e+17,-809177492807838.0,-1001002717734.9723,10850566391.882713,136463071.03406385,1106826.094174176,7717.623344684391,49.77714940766174,0.30601850510020245
2,16,-8.896346647799174e+16,26587193683114.652,2812676781638.32,24176732843.314663,156051734.9689499,909664.1192654261,5072.167168941549,27.681995627885748,0.14943282423821386
2,17,-3.058798212920374e+17,-892759876640456.1,-1197404016828.7468,10744919028.398214,139299146.0040646,1133495.933271517,7895.783620559322,50.82483316446616,0.3118131569108803
2,18,-6.361233662707432e+16,-107389673460021.47,1073442418710.9181,14330977371.024183,115817373.9283636,792207.9586074383,5013.461187373928,30.444989955774048,0.1805748551846347
